feature,importance_mean,importance_std
mileage_num,5395.338124228711,1277.1613041362536
year_num,1254.4111682435203,291.44044826466984
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
body_type,0.0,0.0
location,-81.78524886877895,165.8728793689962
