feature,importance_mean,importance_std
mileage_num,1853.3800676694784,561.7849358294287
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
color,0.0,0.0
location,0.0,0.0
body_type,-4.066254826255317,21.09919754691663
year_num,-877.8424967930866,228.91177378619292
