feature,importance_mean,importance_std
year_num,1488.3095568466615,372.6819382794205
body_type,466.0398268398256,360.4933761816441
mileage_num,117.0396428571421,198.9291409308338
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
