feature,importance_mean,importance_std
year_num,1593.8712859689338,438.53118851035356
mileage_num,1351.0171055513122,498.19407009099444
make,0.0,0.0
model,0.0,0.0
location,0.0,0.0
transmission,0.0,0.0
body_type,0.0,0.0
color,-80.59125274725265,75.08338318339807
