feature,importance_mean,importance_std
year_num,853.1213361609559,412.40461570344775
mileage_num,798.7565448046768,505.51114500863775
body_type,161.18733893557473,210.5096165687302
make,0.0,0.0
model,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
color,-143.12528310789494,208.79319712457152
