feature,importance_mean,importance_std
mileage_num,950.5596066290279,534.5180049705424
year_num,268.60419604899835,309.6702181597067
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
