feature,importance_mean,importance_std
year_num,916.0110013167947,220.0740756204624
mileage_num,864.3318081802101,281.9370239829655
body_type,130.28535885167494,84.88834914086745
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
