feature,importance_mean,importance_std
mileage_num,5490.614378589822,2731.518211588057
year_num,2298.2000386215104,1269.6638631376343
color,1.8258333333349583,21.840762317536807
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
