feature,importance_mean,importance_std
year_num,672.6153460038983,342.6608940611375
mileage_num,93.1002777777774,360.47791580568355
make,0.0,0.0
model,0.0,0.0
location,0.0,0.0
transmission,0.0,0.0
body_type,0.0,0.0
color,-610.5129629629631,159.48580451642013
