feature,importance_mean,importance_std
year_num,2445.880361325525,260.25891394031794
color,431.5017307692302,247.88077413264077
mileage_num,327.6977595155702,198.37342321992764
body_type,285.9158936651578,102.73720413057856
transmission,0.0,0.0
model,0.0,0.0
make,0.0,0.0
location,0.0,0.0
