feature,importance_mean,importance_std
year_num,1603.3346945520934,636.8110205558019
mileage_num,591.4843857102047,412.88302560475864
body_type,186.15584145957854,149.21317417109415
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
