feature,importance_mean,importance_std
mileage_num,1343.7917918572653,740.8493601237158
year_num,981.3155491526019,350.0909292020411
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
