feature,importance_mean,importance_std
year_num,803.0756428992997,363.7328111204536
mileage_num,689.4069208285309,290.97167657562517
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,-34.27738399707596,137.4514892790876
