feature,importance_mean,importance_std
mileage_num,2299.364003311504,505.0922475372036
year_num,1896.6491307997578,525.4458877030137
color,95.5777777777781,29.26459828808468
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
