feature,importance_mean,importance_std
mileage_num,7558.483465325289,1316.0509969880045
year_num,2239.3838219544095,606.0908384995854
location,960.5807020079452,312.61188934207723
body_type,48.289516789516526,124.1904645087229
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
make,0.0,0.0
