feature,importance_mean,importance_std
mileage_num,4872.221920168068,1133.6340304819917
year_num,2479.3966888601585,507.34139810819534
location,124.56183333333465,176.3400774686
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
body_type,-37.59183516483499,37.50617124523984
