feature,importance_mean,importance_std
year_num,3589.641094276095,645.243086655387
mileage_num,1193.2657632718158,376.8002386341582
color,342.7481481481485,265.3393177432739
body_type,109.08264221158898,35.45704317389185
transmission,0.0,0.0
model,0.0,0.0
make,0.0,0.0
location,0.0,0.0
