feature,importance_mean,importance_std
mileage_num,2391.3199517100816,1299.551849870271
year_num,743.0835840864778,394.6268799553318
location,214.1866666666656,71.39555555555489
color,196.41326687931942,170.78949915676333
transmission,0.0,0.0
model,0.0,0.0
make,0.0,0.0
body_type,-102.7200106326427,85.83028958121884
