feature,importance_mean,importance_std
mileage_num,2357.946578584816,498.4191120996525
year_num,1113.0288770053478,360.08028752272094
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,-85.17399202105116,308.7038306094177
