feature,importance_mean,importance_std
mileage_num,2255.5758325190463,425.76454506494963
year_num,1124.6516602894876,404.0788623981275
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,-78.81696969697005,92.28422229101136
