feature,importance_mean,importance_std
mileage_num,3766.8597480808676,796.0485911203713
year_num,3167.44164882718,640.7993779706156
body_type,15.83892857142855,31.6778571428571
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
