feature,grid_value,pred_mean
mileage_num,20228.0,10951.265067340068
mileage_num,37851.0,10951.265067340068
mileage_num,53400.0,10951.265067340068
mileage_num,59000.0,10951.265067340068
mileage_num,59985.0,10951.265067340068
mileage_num,65000.0,10951.265067340068
mileage_num,67592.0,10951.265067340068
mileage_num,83873.0,10951.265067340068
mileage_num,86540.0,10951.265067340068
mileage_num,90000.0,10951.265067340068
mileage_num,95262.0,10951.265067340068
mileage_num,101615.0,10951.265067340068
mileage_num,103220.0,10951.265067340068
mileage_num,110000.0,10951.265067340068
mileage_num,113000.0,10951.265067340068
mileage_num,118800.0,10951.265067340068
mileage_num,120070.0,9182.675252525254
mileage_num,123897.0,9182.675252525254
mileage_num,126000.0,9182.675252525254
mileage_num,132109.0,9182.675252525254
mileage_num,140000.0,10796.997222222222
mileage_num,142912.0,10796.997222222222
mileage_num,147667.0,10796.997222222222
mileage_num,149541.0,10796.997222222222
mileage_num,150000.0,10796.997222222222
mileage_num,156884.0,10796.997222222222
mileage_num,159707.0,10796.997222222222
mileage_num,167173.0,11353.577777777778
mileage_num,167341.0,11353.577777777778
mileage_num,178907.0,11353.577777777778
mileage_num,179079.0,11353.577777777778
mileage_num,180000.0,11353.577777777778
mileage_num,250000.0,11353.577777777778
mileage_num,312000.0,11353.577777777778
