feature,grid_value,pred_mean
mileage_num,500,54018.16666666667
mileage_num,1025,54018.16666666667
mileage_num,20000,27107.385256410256
mileage_num,57716,22291.599999999995
mileage_num,61000,22291.599999999995
mileage_num,61622,22291.599999999995
mileage_num,69541,22291.599999999995
mileage_num,79700,11533.958818958821
mileage_num,79780,11533.958818958821
mileage_num,86540,11533.958818958821
mileage_num,93000,11533.958818958821
mileage_num,102000,11533.958818958821
mileage_num,109000,11533.958818958821
mileage_num,110000,9329.811463046753
mileage_num,114500,9329.811463046753
mileage_num,120000,9329.811463046753
mileage_num,122750,9329.811463046753
mileage_num,123000,9329.811463046753
mileage_num,125000,9329.811463046753
mileage_num,130000,9329.811463046753
mileage_num,134629,9329.811463046753
mileage_num,136625,9329.811463046753
mileage_num,138892,9329.811463046753
mileage_num,141231,7932.04346001221
mileage_num,146000,7932.04346001221
mileage_num,148609,7932.04346001221
mileage_num,150000,7932.04346001221
mileage_num,167190,7932.04346001221
mileage_num,167283,7932.04346001221
mileage_num,167341,7932.04346001221
mileage_num,167845,7932.04346001221
mileage_num,169995,7932.04346001221
mileage_num,226000,6752.507745726496
mileage_num,264719,6752.507745726496
